case_no,processing_center,case_status,received_date,decision_date,employer_name,employer_address_1,employer_address_2,employer_city,employer_state,employer_postal_code,alien_citizenship_country,employer_job_title,wage_offered_from,wage_offered_to,wage_per,prevailing_wage_job_title,pw_amount,pw_level,pw_soc_code,pw_soc_title,application_type
C-05098-00888,Chicago Processing Center,Denied,4/13/2005 0:00:00,,"PIT RIVER HEALTH SERVICE, INC.",36977 PARK AVENUE,,BURNEY,CALIFORNIA,96013,INDIA,FISCAL OFFICER,$60600.00,,Year,FISCAL OFFICER,29.11,Level II,13-2011.01,Accountants,PERM
C-05098-00891,Chicago Processing Center,Denied,4/8/2005 0:00:00,,"SANDIEGOAPARTMENTS.COM, INC.",2878 CAMINO DEL RIO SOUTH #100,,SAN DIEGO,CALIFORNIA,92108,INDONESIA,Public Relations Specialists,$58000.00,,Year,Public Relations Specialists,18.45,Level II,27-3031.00,Public Relations Specialists,PERM
C-05098-00892,Chicago Processing Center,Denied,5/11/2005 0:00:00,,"NEW CENTURY INVESTMENT, LLC DBA NEW CENTURY INN",1114 E. LAS TUNAS DRIVE,,SAN GABRIEL,CALIFORNIA,91776,CHINA,MANAGER,$26.56,,Hour,MANAGER,26.09,Level II,11-9081.00,Lodging Managers,PERM
C-05098-00894,Chicago Processing Center,Denied,4/8/2005 0:00:00,,QUANTUM HEALTH,4428 CONVOY ST.,,SAN DIEGO,CALIFORNIA,92111,CHINA,Family Therapist,$49500.00,,Year,Marital & Family Therapist,17.5,Level III,21-1013.00,Marriage and Family Therapists,PERM
C-05098-00899,Chicago Processing Center,Denied,4/8/2005 0:00:00,,TECHEXCEL INC.,"3675 MT. DIABLO BLVD., SUITE 200",,LAFAYETTE,CALIFORNIA,94549,CHINA,Software Engineer,$97500.00,,Year,Software Systems Engineer,97323,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05098-00902,Chicago Processing Center,Denied,4/8/2005 0:00:00,,TECHEXCEL INC.,"3675 MT. DIABLO BLVD., SUITE 200",,LAFAYETTE,CALIFORNIA,94549,CHINA,Software Engineer,$97500.00,,Year,Software Systems Engineer,97323,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05098-00908,Chicago Processing Center,Denied,4/13/2005 0:00:00,,E & T CORPORATION,250 E. 1ST STREET,SUITE 401,LOS ANGELES,CALIFORNIA,90012,JAPAN,Importer/Exporter,$33.26,$33.26,Hour,"Wholesale & Retail Buyers,Except Farm Products",33.26,Level II,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",PERM
C-05098-00910,Chicago Processing Center,Denied,5/11/2005 0:00:00,,"THUNDER GROUP, INC.",780 S. NOGALES STREET,,CITY OF INDUSTRY,CALIFORNIA,91748,SOUTH KOREA,Purchasing-Price Analyst,$33.26,,Hour,Purchasing-Price Analyst,33.26,Level II,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",PERM
C-05098-00918,Chicago Processing Center,Certified,4/8/2005 0:00:00,8/16/2005 12:07:04,VERISILICON INC.,"4699 OLD IRONSIDES DRIVE, SUITE 270",,SANTA CLARA,CALIFORNIA,95054,CHINA,IC Design Engineer,$86500.00,,Year,Electronics Engineer,86216,Level III,17-2072.00,"Electronics Engineers, Except Computer",PERM
C-05098-00919,Chicago Processing Center,Certified,5/16/2005 0:00:00,7/5/2005 14:02:14,"SILICON MOTION, INC.",2125 ZANKER ROAD,,SAN JOSE,CALIFORNIA,95131,TAIWAN,DSP (Digital Signal Processing) Engineer,$28.31,,Hour,Electronics Engineer,28.31,Level I,17-2072.00,"Electronics Engineers, Except Computer",PERM
C-05099-00923,Chicago Processing Center,Certified,4/9/2005 0:00:00,9/16/2005 9:54:29,TECHEXCEL INC.,"3675 MT. DIABLO BLVD., SUITE 200",,LAFAYETTE,CALIFORNIA,94549,CHINA,Software Engineer,$97500.00,,Year,Software Systems Engineer,97323,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05099-00928,Chicago Processing Center,Certified,4/9/2005 0:00:00,8/11/2005 12:31:27,TECHEXCEL INC.,"3675 MT. DIABLO BLVD., SUITE 200",,LAFAYETTE,CALIFORNIA,94549,CHINA,Software Engineer,$97500.00,,Year,Software Systems Engineer,97323,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05100-00942,Chicago Processing Center,Denied,8/12/2005 0:00:00,,AGRIPROCESSORS INC.,P.O.BOX 920,220 WEST STREET,POSTVILLE,IOWA,52162,KAZAKHSTAN,General Maintenance,$9.50,$15.75,Hour,General Maintenance,9.28,Level I,49-9042.00,"Maintenance and Repair Workers, General",PERM
C-05101-00944,Chicago Processing Center,Denied,4/11/2005 0:00:00,,NILES PROFESSIONAL SERVICES DBA LAKELAND REG HLTH,122 GRANT STREET,PO BOX 458,NILES,MICHIGAN,49120,SYRIA,"Physician, Rheumatologist",$182687.00,,Year,Internist,47,Level I,29-1063.00,"Internists, General",PERM
C-05101-00950,Chicago Processing Center,Withdrawn,4/20/2005 0:00:00,,"ASPEN STREET ARCHITECTS, INC.",PO BOX 370,,ANGELS CAMP,CALIFORNIA,95222,BULGARIA,Architect Intern II,$52645.00,$65749.00,Year,Architect,21.33,Level I,17-1011.00,"Architects, Except Landscape and Naval",PERM
C-05101-00959,Chicago Processing Center,Denied,5/11/2005 0:00:00,,"HSU'S GINSENG ENTERPRISES, INC.",T6819 COUNTY HWY W.,,WAUSAU,WISCONSIN,54402,CHINA,Financial Analyst,$34.32,,Hour,Financial Analyst,34.32,Level II,13-2051.00,Financial Analysts,PERM
C-05101-00960,Chicago Processing Center,Denied,4/18/2005 0:00:00,,M. ARTHUR GENSLER JR. AND ASSOCIATES INC.,2 HARRISON STREET,SUITE 400,SAN FRANCISCO,CALIFORNIA,94105,UNITED KINGDOM,Intern Architect,$40500.00,,Year,Intern Architect,40500,,17-1011.00,"Architects, Except Landscape and Naval",PERM
C-05101-00965,Chicago Processing Center,Denied,5/11/2005 0:00:00,,"PAVIO INTERNATIONAL, INC.",1401 E. 27TH STREET,,LOS ANGELES,CALIFORNIA,90011,SOUTH KOREA,Budget Analyst,$21.47,,Hour,Budget Analyst,21.47,Level I,13-2031.00,Budget Analysts,PERM
C-05101-00966,Chicago Processing Center,Denied,4/11/2005 0:00:00,,NORTHWESTERN UNIVERSITY,"633 CLARK STREET  EVANSTON, IL 60208",,EVANSTON,ILLINOIS,60208,CHINA,Application Software Engineer,$53900.00,,Year,Application Software Engineer,51002,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05101-00967,Chicago Processing Center,Withdrawn,4/11/2005 0:00:00,,"TABULA, INC.",3250 OLCOTT ST.,,SANTA CLARA,CALIFORNIA,95054,GERMANY,Seniorr Place & Route Algorithms Engineer,$140000.00,,Year,Electronics Engineer,99882,Level IV,17-2072.00,"Electronics Engineers, Except Computer",PERM
C-05101-00984,Chicago Processing Center,Denied,4/14/2005 0:00:00,,"LEICA GEOSYSTEMS GIS & MAPPING, LLC","2801 BUFORD HIGHWAY, NE",SUITE 400,ATLANTA,GEORGIA,30329,CANADA,Digital Photogrametric Quality Assurance Engineer,$65840.00,,Year,Digital Photogrammetric Quality Assurance Engineer,65839.21,Level II,15-1031.00,"Computer Software Engineers, Applications",PERM
C-05101-00985,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/12/2005 14:08:40,"SAN SHI GO USA, INC.",1100 S. COAST HWY #303,,LAGUNA BEACH,CALIFORNIA,92651,JAPAN,"Cook, Japanese",$11.55,,Hour,"Cooks, Restaurant",11.21,Level IV,35-2014.00,"Cooks, Restaurant",PERM
C-05101-00986,Chicago Processing Center,Denied,5/11/2005 0:00:00,,A-WON JAPANESE RESTAURANT,913 1/2 S. VERMONT AVE.,,LOS ANGELES,CALIFORNIA,90006,SOUTH KOREA,Chef (Japanese),$22.55,,Hour,Chef (Japanese),22.55,Level II,35-1011.00,Chefs and Head Cooks,PERM
C-05101-00987,Chicago Processing Center,Certified,4/22/2005 0:00:00,5/25/2005 11:55:04,STRONG TRADING INC.,1245 E. FACTORY PLACE,,LOS ANGELES,CALIFORNIA,90013,MALAYSIA,Computer Support Specialist,$21.06,,Hour,Computer Support Specialist,21.06,Level III,15-1041.00,Computer Support Specialists,PERM
C-05101-00994,Chicago Processing Center,Denied,4/11/2005 0:00:00,,"J.J.E.E., INC. (DBA J.K FASHION)",922 S. OLIVE STREET,,LOS ANGELES,CALIFORNIA,90015,SOUTH KOREA,Senior Bookkeeper,$18.00,,Hour,Senior Bookkeeper,12.52,,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",PERM
C-05102-01002,Chicago Processing Center,Denied,4/12/2005 0:00:00,,"MCDONALD INVESTMENTS CORP., A KEYCORP CORP.",127 PUBLIC SQUARE,,CLEVELAND,OHIO,44114,UNITED KINGDOM,"Vice President, Debt Capital Market",$183269.00,,Year,Vice-President,117686,Level II,11-1011.02,Private Sector Executives,PERM
C-05102-01007,Chicago Processing Center,Denied,4/6/2005 0:00:00,,JMA ARCHITECTURE STUDIOS,10150 COVINGTON CROSS DRIVE,,LAS VEGAS,NEVADA,89144,CANADA,Sr. Job Captain/CAD Manager/Training and Developme,$55000.00,$70000.00,Year,Sr. Job Captain/CAD Manager/Train,56618,Level IV,13-1073.00,Training and Development Specialists,PERM
C-05102-01010,Chicago Processing Center,Certified,8/25/2005 0:00:00,9/8/2005 13:37:13,"CARLE CLINIC ASSOCIATION, PC",602 W. UNIVERSITY AVENUE,,URBANA,ILLINOIS,61801,SYRIA,Hospitalist (Physician),$143000.00,,Year,Hospitalist (Physician),124530,Level II,29-1069.99,"Physicians and Surgeons, All Other",PERM
C-05102-01020,Chicago Processing Center,Denied,6/21/2005 0:00:00,,"MIXED SIGNAL SYSTEMS, INC.",269 MT. HERMON RD.,SUITE 203,SCOTTS VALLEY,CALIFORNIA,95066,FRANCE,IC Design Engineer,$72488.00,,Year,Electronics Engineer,72488,Level II,17-2072.00,"Electronics Engineers, Except Computer",PERM
C-05102-01025,Chicago Processing Center,Denied,4/12/2005 0:00:00,,"NEW MEXICO HEART INSTITUTE, P.A.",502 ELM ST. NE,,ALBUQUERQUE,NEW MEXICO,87102,INDIA,Cardiologist,$249000.00,,Year,"Physicians and Surgeons, All Other",47.73,Level II,29-1069.99,"Physicians and Surgeons, All Other",PERM
C-05102-01027,Chicago Processing Center,Denied,6/16/2005 0:00:00,,TRILLIONS INVESTMENT GROUP,990 ONTARIO MILLS DR.,#H,ONTARIO,CALIFORNIA,91764,TAIWAN,Database Analyst,$24.10,,Hour,Database Administrator,24.1,Level II,15-1061.00,Database Administrators,PERM
C-05102-01028,Chicago Processing Center,Denied,5/31/2005 0:00:00,,"THUNDER GROUP, INC.",780 S. NOGALES STREET,,CITY OF INDUSTRY,CALIFORNIA,91748,CHINA,PURCHASING MANAGER,$53.98,,Hour,PURCHASING MANAGER,53.98,Level II,11-3061.00,Purchasing Managers,PERM
C-05102-01035,Chicago Processing Center,Denied,4/13/2005 0:00:00,,"PIT RIVER HEALTH SERVICE, INC.",36977 PARK AVENUE,,BURNEY,CALIFORNIA,96013,INDIA,FISCAL OFFICER,$60600.00,,Year,FISCAL OFFICER,29.11,Level II,13-2011.01,Accountants,PERM
C-05102-01041,Chicago Processing Center,Denied,5/16/2005 0:00:00,,CHINA GARDEN,30853 THOUSAND OAKS BLVD.,,WESTLAKE VILLAGE,CALIFORNIA,91362,CHINA,cooker,$15.00,$15.50,Hour,cooker,15,Level III,35-2014.00,"Cooks, Restaurant",PERM
C-05102-01048,Chicago Processing Center,Denied,4/15/2005 0:00:00,,HIS UNIVERSITY,1245 W. 6TH ST.,,CORONA,CALIFORNIA,92882,SOUTH KOREA,Assistant Professor,$30700.00,,Year,"Education Teachers, Postsecondary",30700,Level I,25-1081.00,"Education Teachers, Postsecondary",PERM
C-05102-01053,Chicago Processing Center,Denied,4/12/2005 0:00:00,,UNIVERSITY OF WASHINGTON,"C/O INTERNATIONAL SERVICES, BOX 355832",1400 NE CAMPUS PARKWAY,SEATTLE,WASHINGTON,98195-5832,SOUTH KOREA,Research Assistant Professor,$5375.00,,Month,Research Assistant Professor (biological sciences,3273,Level I,25-1042.00,"Biological Science Teachers, Postsecondary",PERM
C-05102-01059,Chicago Processing Center,Withdrawn,5/2/2005 0:00:00,,BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD,,LEESVILLE,LOUISIANA,71446,CANADA,Nuclear Medicine Technologist Supervisor,$27.47,,Hour,Nuclear Medicine Technologist,25.42,Level III,29-2033.00,Nuclear Medicine Technologists,PERM
C-05102-01062,Chicago Processing Center,Denied,9/30/2005 0:00:00,,"PDF SOLUTIONS, INC.",333 W SAN CARLOS STREET,SUITE 700,SAN JOSE,CALIFORNIA,95110,JAPAN,Software Engineer,$73222.96,$80000.00,Year,Software Engineer,73222.96,Level II,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05102-01065,Chicago Processing Center,Denied,6/5/2005 0:00:00,,ALBERT A. WEBB ASSOCIATES,3788 MCCRAY STREET,,RIVERSIDE,CALIFORNIA,92506,NEW ZEALAND,Associate Engineer,$32.00,$39.81,Hour,Civil Engineers,29.78,Level II,17-2051.00,Civil Engineers,PERM
C-05102-01067,Chicago Processing Center,Denied,4/12/2005 0:00:00,,"HYDRO USA, CO.",1220 37TH ST. NW,,AUBURN,WASHINGTON,98001,IRELAND,Sales Engineer,$86362.00,,Year,Sales Engineer,86362,Level IV,41-9031.00,Sales Engineers,PERM
C-05102-01068,Chicago Processing Center,Denied,4/14/2005 0:00:00,,HOTWIRE,333 MARKET STREET STE 100,,SAN FRANCISCO,CALIFORNIA,94105,INDIA,Senior Software Engineer,$90584.00,,Year,Software Systems Engineer,88442,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05102-01069,Chicago Processing Center,Denied,4/12/2005 0:00:00,,"CALIFORNIA STATE UNIVERSITY, FULLERTON","800 NORTH STATE COLLEGE, P.O. BOX 6850",,FULLERTON,CALIFORNIA,92831,TURKEY,Associate Professor of Finance,$75000.00,,Year,Associate Professor of Finance,75000,,25-1011.00,"Business Teachers, Postsecondary",PERM
C-05102-01070,Chicago Processing Center,Denied,4/13/2005 0:00:00,,"DENNIS UNIFORM MANUFACTURING, INC..",714 NE HANCOCK STREET,,PORTLAND,OREGON,97214,INDONESIA,software engineer,$53100.00,,Year,software engineer,53082,Level I,15-1031.00,"Computer Software Engineers, Applications",PERM
C-05103-01094,Chicago Processing Center,Denied,4/8/2005 0:00:00,,"MTM CONSTRUCTION, INC.","2211 HACIENDA BLVD., #116",,HACIENA HEIGHTS,CALIFORNIA,91745,SOUTH KOREA,Computer Support Specialist,$18.86,,Hour,Computer Support Specialist,17.14,Level II,15-1041.00,Computer Support Specialists,PERM
C-05103-01103,Chicago Processing Center,Denied,4/13/2005 0:00:00,,QUANTUM HEALTH,"4428 CONVOY ST., SUITE 288",,SAN DIEGO,CALIFORNIA,92111,CHINA,Family Therapist,$49500.00,,Year,Marital & Family Therapist,17.5,Level III,21-1013.00,Marriage and Family Therapists,PERM
C-05103-01107,Chicago Processing Center,Denied,4/13/2005 0:00:00,,"PIT RIVER HEALTH SERVICE, INC.",36977 PARK AVENUE,,BURNEY,CALIFORNIA,96013,INDIA,FISCAL OFFICER,$60600.00,,Year,FISCAL OFFICER,29.11,Level II,13-2011.01,Accountants,PERM
C-05103-01108,Chicago Processing Center,Denied,4/13/2005 0:00:00,,KNIGHTSBRIDGE SOLUTIONS LLC,"500 W. MADISON, SUITE 3100",,CHICAGO,ILLINOIS,60661,INDIA,Senior Consultant,$112278.00,,Year,Senior Consultant,112278,Level II,11-3021.00,Computer and Information Systems Managers,PERM
C-05103-01117,Chicago Processing Center,Denied,4/13/2005 0:00:00,,KNIGHTSBRIDGE SOLUTIONS LLC,"500 W. MADISON, SUITE 3100",,CHICAGO,ILLINOIS,60661,INDIA,Senior Consultant,$112278.00,,Year,Senior Consultant,112278,Level II,11-3021.00,Computer and Information Systems Managers,PERM
C-05103-01120,Chicago Processing Center,Denied,4/11/2005 0:00:00,,"UNITED LEASING ASSOCIATES OF AMERICA, INC.",N116W16150 MAIN STREET,,GERMANTOWN,WISCONSIN,53022,CANADA,,$85000.00,,Year,Vice President of Structured Finance,27.33,,11-3031.00,Financial Managers,PERM
C-05103-01122,Chicago Processing Center,Denied,4/18/2005 0:00:00,,ART CENTER COLLEGE OF DESIGN,1700 LIDA STREET,,PASADENA,CALIFORNIA,91103,GERMANY,Instructor in Product Design Department,$75679.66,,Year,"Art, Drama, and Music Teachers, Postsecondary",40030,Level I,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",PERM
C-05103-01130,Chicago Processing Center,Certified,4/13/2005 0:00:00,5/25/2005 11:57:12,"SAMSUNG SDS AMERICA, INC.",85 WEST TASMAN DRIVE,,SAN JOSE,CALIFORNIA,95134,SOUTH KOREA,SAP Consultant,$100000.00,,Year,"Software Engineer, Systems Software",99590,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05103-01133,Chicago Processing Center,Denied,4/13/2005 0:00:00,,"TAKA INFORMATION TECHNOLOGIES, INC.",108 E. CENTRAL RD.,,ARLINGTON HEIGHTS,ILLINOIS,60005,SOUTH KOREA,Computer Support Specialist,$55000.00,,Year,Computer Support Specialist,54350,Level II,15-1041.00,Computer Support Specialists,PERM
C-05103-01140,Chicago Processing Center,Denied,4/13/2005 0:00:00,,KNIGHTSBRIDGE SOLUTIONS LLC,"500 W. MADISON, SUITE 3100",,CHICAGO,ILLINOIS,60661,UNITED KINGDOM,Senior Principal,$170000.00,,Year,Senior Principal,112278,Level IV,11-3021.00,Computer and Information Systems Managers,PERM
C-05103-01144,Chicago Processing Center,Certified,4/14/2005 0:00:00,6/1/2005 8:35:33,"INVARIUM, INC.",1754 TECHNOLOGY DIRVE,SUITE 117,SAN JOSE,CALIFORNIA,95110,INDIA,Senior Scientist,$105000.00,,Year,Electronics Engineers,41.45,Level III,17-2072.00,"Electronics Engineers, Except Computer",PERM
C-05103-01147,Chicago Processing Center,Certified,4/13/2005 0:00:00,5/27/2005 7:46:52,"SAMSUNG SDS AMERICA, INC.",85 WEST TASMAN DRIVE,,SAN JOSE,CALIFORNIA,95134,SOUTH KOREA,SAP Consultant,$110000.00,,Year,"Software Engineer, Systems Software",99590,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05103-01148,Chicago Processing Center,Certified,4/13/2005 0:00:00,5/25/2005 11:56:25,"SAMSUNG SDS AMERICA, INC.",85 WEST TASMAN DRIVE,,SAN JOSE,CALIFORNIA,95134,SOUTH KOREA,SAP Consultant,$100000.00,,Year,"Software Engineer, Systems Software",99590,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05104-01156,Chicago Processing Center,Denied,4/14/2005 0:00:00,,"TAKA INFORMATION TECHNOLOGIES, INC.",108 E. CENTRAL RD.,,ARLINGTON HEIGHTS,ILLINOIS,60005,SOUTH KOREA,Computer Support Specialist,$55000.00,,Year,Computer Support Specialist,54350,Level II,15-1041.00,Computer Support Specialists,PERM
C-05104-01162,Chicago Processing Center,Denied,4/8/2005 0:00:00,,"GOOD HILL, INC. DBA COLDWELL BANKER BEST REALTY",10042 LAMPSON AVENUE,,GARDEN GROVE,CALIFORNIA,92840,SOUTH KOREA,Assistant Manager,$23.30,,Hour,Assistant Manager,19.3,Level IV,43-6011.00,Executive Secretaries and Administrative Assistant,PERM
C-05104-01164,Chicago Processing Center,Denied,4/14/2005 0:00:00,,"TORIAN GROUP, INC.",800 N. BEN MADDOX WAY,#204,VISALIA,CALIFORNIA,93292,INDIA,Computer Applications Software Engineer,$39.49,,Hour,Computer Applications Software Engineer,39.49,Level IV,15-1031.00,"Computer Software Engineers, Applications",PERM
C-05104-01185,Chicago Processing Center,Withdrawn,4/14/2005 0:00:00,,PROMPT TECHNOLOGIES INC.,10344 COLBY AVENUE,,CUPERTINO,CALIFORNIA,95014,INDIA,Programmer Analyst,$91000.00,,Year,Programmer Analyst,43.34,Level III,15-1031.00,"Computer Software Engineers, Applications",PERM
C-05104-01187,Chicago Processing Center,Certified,8/26/2005 0:00:00,8/30/2005 9:58:14,YOUNGSOFT INC.,"49197 WIXOM TECH DRIVE, SUITE B",,WIXOM,MICHIGAN,48393,INDIA,"Software Engineer , Systems Software",$55100.00,,Year,"Software Engineer, Applications",26.47,Level I,15-1031.00,"Computer Software Engineers, Applications",PERM
C-05104-01188,Chicago Processing Center,Denied,4/13/2005 0:00:00,,"NEXTGEN INFORMATION SERVICES, INC.",906 OLIVE STREET,,ST.LOUIS,MISSOURI,63101,CANADA,Project Manager,$102500.00,,Year,Project Manager,101462,Level IV,17-3011.01,Architectural Drafters,PERM
C-05104-01197,Chicago Processing Center,Denied,6/3/2005 0:00:00,,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,SOUTH AFRICA,System Software Engineer,$100000.00,,Year,Software Systems Engineer,47.88,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05104-01198,Chicago Processing Center,Denied,4/20/2005 0:00:00,,"CONCERNED HOME CARE, INC.",136 NORTH FIRST STREET,,HARBOR BEACH,MICHIGAN,48441-0110,PHILIPPINES,Care giver,$8.00,,Hour,Personal and Home Care Aides,6.51,Level III,39-9021.00,Personal and Home Care Aides,PERM
C-05104-01204,Chicago Processing Center,Denied,4/14/2005 0:00:00,,"GOLD COAST INGREDIENTS, INC.",2429 YATES AVE.,,COMMERCE,CALIFORNIA,90040,JAPAN,Food Chemist,$26.15,,Hour,Food Scientists,26.15,Level I,19-1012.00,Food Scientists and Technologists,PERM
C-05104-01206,Chicago Processing Center,Denied,4/14/2005 0:00:00,,"MARANA HEALTH CENTER, INC.",13644 N SANDARIO ROAD,,MARANA,ARIZONA,85653,PAKISTAN,Staff Physician,$125000.00,,Year,Staff Physician,115211,Level I,29-1062.00,Family and General Practitioners,PERM
C-05105-01227,Chicago Processing Center,Denied,4/19/2005 0:00:00,,"TWINMICRO, INC.","1580 OAKLAND ROAD, C113",,SAN JOSE,CALIFORNIA,95131,CHINA,Software Engineer,$81161.60,,Year,Software Engineer,81161.6,Level I,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05105-01232,Chicago Processing Center,Denied,4/15/2005 0:00:00,,HOTWIRE,333 MARKET STREET STE 100,,SAN FRANCISCO,CALIFORNIA,94105,INDIA,Senior Software Engineer,$90584.00,,Year,Software Systems Engineer,88442,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05105-01233,Chicago Processing Center,Denied,6/3/2005 0:00:00,,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,INDIA,Software Engineer,$100000.00,,Year,Computer Software Engineer,47.88,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05105-01237,Chicago Processing Center,Denied,4/15/2005 0:00:00,,HOTWIRE,333 MARKET STREET STE 100,,SAN FRANCISCO,CALIFORNIA,94105,INDIA,Senior Software Engineer,$90584.00,,Year,Software Systems Engineer,88442,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05105-01240,Chicago Processing Center,Denied,4/15/2005 0:00:00,,MCFARLAND CLINIC PC,1215 DUFF AVENUE,PO BOX 3014,AMES,IOWA,50010,INDIA,Physician-Intensivist/Hospitalist,$160000.00,,Year,Physician-Internist/Hospitalist,114296,Level II,29-1063.00,"Internists, General",PERM
C-05105-01243,Chicago Processing Center,Denied,4/15/2005 0:00:00,,"LARIMER COUNTY SPORTS, LLC",1625 PELICAN LAKES POINT,SUITE 100,WINDSOR,COLORADO,80550,CANADA,Head Coach,$63510.00,,Year,Head Coach,52920,Level IV,27-2022.00,Coaches and Scouts,PERM
C-05105-01245,Chicago Processing Center,Certified,4/15/2005 0:00:00,8/16/2005 12:18:25,"ECONOLITE CONTROL PRODUCTS, INC.",3360 E. LA PALMA AVE.,,ANAHEIM,CALIFORNIA,92806-2856,CANADA,Director of Intelligent Transportation Systems (IT,$125000.00,$130000.00,Year,Computer & Information Systems Managers,59.67,Level IV,11-3021.00,Computer and Information Systems Managers,PERM
C-05105-01246,Chicago Processing Center,Denied,4/15/2005 0:00:00,,VILLA TOSCANO WINERY & BISTRO,10600 SHENANDOAH RD,,PLYMOUTH,CALIFORNIA,95669,GERMANY,German Food (Thuringer) Chef,$17.03,,Hour,German food Chef,17.03,Level IV,35-1011.00,Chefs and Head Cooks,PERM
C-05105-01254,Chicago Processing Center,Denied,4/20/2005 0:00:00,,"HOOSIER CARE, INC. D/BA/ SWANN SPECIAL CARE CENTER",2418 W. SPRINGFIELD,,CHAMPAIGN,ILLINOIS,61821,PHILIPPINES,Habilitation Aide,$7.29,,Hour,habilitation Aide,7.29,Level I,31-1013.00,Psychiatric Aides,PERM
